model,layer,strength,prompt_idx,matching_answer,logprob_A,logprob_B,logit_diff_AB,logit_diff_matching
14B,23,1.0,31,(B),-41.0,-45.25,4.25,-4.25
14B,23,1.0,32,(B),-44.0,-48.0,4.0,-4.0
14B,23,1.0,33,(B),-44.75,-51.5,6.75,-6.75
14B,23,1.0,34,(B),-47.0,-51.5,4.5,-4.5
14B,23,1.0,35,(B),-40.75,-48.5,7.75,-7.75
14B,23,1.0,36,(A),-41.0,-44.25,3.25,3.25
14B,23,1.0,37,(A),-46.5,-50.0,3.5,3.5
14B,23,1.0,38,(B),-37.0,-45.5,8.5,-8.5
14B,23,1.0,39,(A),-54.0,-40.5,-13.5,-13.5
14B,23,1.0,40,(B),-46.5,-47.25,0.75,-0.75
14B,23,1.0,41,(B),-45.0,-49.5,4.5,-4.5
14B,23,1.0,42,(A),-50.5,-43.25,-7.25,-7.25
14B,23,1.0,43,(A),-48.75,-43.5,-5.25,-5.25
14B,23,1.0,44,(A),-52.75,-40.25,-12.5,-12.5
14B,23,1.0,45,(B),-40.75,-46.75,6.0,-6.0
14B,23,1.0,46,(A),-47.75,-41.25,-6.5,-6.5
14B,23,1.0,47,(B),-43.5,-50.75,7.25,-7.25
14B,23,1.0,48,(B),-46.0,-46.0,0.0,-0.0
14B,23,1.0,49,(B),-43.5,-46.75,3.25,-3.25
14B,23,1.0,50,(B),-41.75,-52.25,10.5,-10.5
14B,23,1.0,51,(A),-48.0,-44.0,-4.0,-4.0
14B,23,1.0,52,(B),-39.0,-52.25,13.25,-13.25
14B,23,1.0,53,(A),-46.5,-42.0,-4.5,-4.5
14B,23,1.0,54,(B),-40.25,-49.75,9.5,-9.5
14B,23,1.0,55,(A),-53.25,-42.5,-10.75,-10.75
14B,23,1.0,56,(B),-39.25,-51.5,12.25,-12.25
14B,23,1.0,57,(A),-52.5,-45.25,-7.25,-7.25
14B,23,1.0,58,(B),-42.5,-51.75,9.25,-9.25
14B,23,1.0,59,(B),-44.5,-45.75,1.25,-1.25
14B,23,1.0,60,(A),-45.25,-42.75,-2.5,-2.5
14B,23,1.0,61,(A),-49.5,-42.0,-7.5,-7.5
14B,23,1.0,62,(A),-44.0,-41.5,-2.5,-2.5
14B,23,1.0,63,(B),-43.0,-50.0,7.0,-7.0
14B,23,1.0,64,(B),-41.25,-49.25,8.0,-8.0
14B,23,1.0,65,(B),-42.75,-50.75,8.0,-8.0
14B,23,1.0,66,(A),-48.75,-46.25,-2.5,-2.5
14B,23,1.0,67,(B),-47.0,-48.25,1.25,-1.25
14B,23,1.0,68,(A),-49.5,-43.75,-5.75,-5.75
14B,23,1.0,69,(B),-44.75,-50.75,6.0,-6.0
14B,23,1.0,70,(B),-42.0,-47.0,5.0,-5.0
14B,23,1.0,71,(B),-46.0,-48.0,2.0,-2.0
14B,23,1.0,72,(A),-49.25,-44.25,-5.0,-5.0
14B,23,1.0,73,(A),-49.5,-46.0,-3.5,-3.5
14B,23,1.0,74,(A),-49.0,-45.0,-4.0,-4.0
14B,23,1.0,75,(B),-42.25,-50.5,8.25,-8.25
14B,23,1.0,76,(A),-50.5,-45.5,-5.0,-5.0
14B,23,1.0,77,(B),-46.5,-52.75,6.25,-6.25
14B,23,1.0,78,(B),-44.25,-51.75,7.5,-7.5
14B,23,1.0,79,(B),-42.25,-47.25,5.0,-5.0
14B,23,1.0,80,(B),-40.0,-53.25,13.25,-13.25
14B,23,1.0,81,(A),-50.75,-42.5,-8.25,-8.25
14B,23,1.0,82,(A),-41.25,-46.75,5.5,5.5
14B,23,1.0,83,(A),-44.5,-45.0,0.5,0.5
14B,23,1.0,84,(A),-46.0,-44.25,-1.75,-1.75
14B,23,1.0,85,(A),-54.75,-44.75,-10.0,-10.0
14B,23,1.0,86,(B),-46.25,-47.75,1.5,-1.5
14B,23,1.0,87,(A),-46.25,-41.5,-4.75,-4.75
14B,23,1.0,88,(A),-45.0,-44.75,-0.25,-0.25
14B,23,1.0,89,(A),-48.0,-39.25,-8.75,-8.75
14B,23,1.0,90,(B),-41.25,-47.5,6.25,-6.25
14B,23,1.0,91,(B),-41.5,-50.0,8.5,-8.5
14B,23,1.0,92,(B),-41.5,-45.75,4.25,-4.25
14B,23,1.0,93,(A),-46.25,-44.0,-2.25,-2.25
14B,23,1.0,94,(B),-40.0,-50.5,10.5,-10.5
14B,23,1.0,95,(A),-50.25,-40.5,-9.75,-9.75
14B,23,1.0,96,(A),-49.0,-37.25,-11.75,-11.75
14B,23,1.0,97,(A),-43.5,-41.75,-1.75,-1.75
14B,23,1.0,98,(A),-49.25,-47.0,-2.25,-2.25
14B,23,1.0,99,(A),-45.75,-41.0,-4.75,-4.75
14B,19,-1.0,0,(B),-50.0,-47.0,-3.0,3.0
14B,19,-1.0,1,(A),-47.75,-45.75,-2.0,-2.0
14B,19,-1.0,2,(B),-48.25,-47.75,-0.5,0.5
14B,19,-1.0,3,(A),-50.0,-49.0,-1.0,-1.0
14B,19,-1.0,4,(A),-44.5,-50.5,6.0,6.0
14B,19,-1.0,5,(A),-47.25,-49.0,1.75,1.75
14B,19,-1.0,6,(B),-44.0,-38.75,-5.25,5.25
14B,19,-1.0,7,(B),-45.5,-40.5,-5.0,5.0
14B,19,-1.0,8,(A),-49.25,-51.0,1.75,1.75
14B,19,-1.0,9,(B),-50.25,-41.25,-9.0,9.0
14B,19,-1.0,10,(B),-49.5,-59.0,9.5,-9.5
14B,19,-1.0,11,(A),-46.0,-48.0,2.0,2.0
14B,19,-1.0,12,(A),-39.25,-44.75,5.5,5.5
14B,19,-1.0,13,(A),-41.25,-45.75,4.5,4.5
14B,19,-1.0,14,(B),-44.5,-44.5,0.0,-0.0
14B,19,-1.0,15,(B),-49.25,-45.75,-3.5,3.5
14B,19,-1.0,16,(A),-43.25,-46.0,2.75,2.75
14B,19,-1.0,17,(A),-43.25,-43.75,0.5,0.5
14B,19,-1.0,18,(A),-48.5,-42.0,-6.5,-6.5
14B,19,-1.0,19,(A),-49.0,-49.5,0.5,0.5
14B,19,-1.0,20,(B),-48.5,-45.0,-3.5,3.5
14B,19,-1.0,21,(B),-49.0,-52.5,3.5,-3.5
14B,19,-1.0,22,(A),-53.0,-50.25,-2.75,-2.75
14B,19,-1.0,23,(B),-47.75,-43.0,-4.75,4.75
14B,19,-1.0,24,(A),-53.0,-50.25,-2.75,-2.75
14B,19,-1.0,25,(B),-45.75,-50.75,5.0,-5.0
14B,19,-1.0,26,(A),-47.0,-48.25,1.25,1.25
14B,19,-1.0,27,(A),-42.0,-46.25,4.25,4.25
14B,19,-1.0,28,(A),-48.0,-47.75,-0.25,-0.25
14B,19,-1.0,29,(A),-38.75,-52.75,14.0,14.0
14B,19,-1.0,30,(B),-50.25,-49.25,-1.0,1.0
14B,19,-1.0,31,(B),-47.0,-50.5,3.5,-3.5
14B,19,-1.0,32,(B),-49.0,-46.75,-2.25,2.25
14B,19,-1.0,33,(B),-47.0,-53.0,6.0,-6.0
14B,19,-1.0,34,(B),-50.25,-46.5,-3.75,3.75
14B,19,-1.0,35,(B),-44.0,-48.0,4.0,-4.0
14B,19,-1.0,36,(A),-36.75,-48.25,11.5,11.5
14B,19,-1.0,37,(A),-41.0,-52.75,11.75,11.75
14B,19,-1.0,38,(B),-41.75,-48.25,6.5,-6.5
14B,19,-1.0,39,(A),-54.5,-41.0,-13.5,-13.5
14B,19,-1.0,40,(B),-51.5,-39.25,-12.25,12.25
14B,19,-1.0,41,(B),-48.5,-41.25,-7.25,7.25
14B,19,-1.0,42,(A),-47.5,-46.5,-1.0,-1.0
14B,19,-1.0,43,(A),-48.25,-50.0,1.75,1.75
14B,19,-1.0,44,(A),-52.0,-47.5,-4.5,-4.5
14B,19,-1.0,45,(B),-48.75,-44.25,-4.5,4.5
14B,19,-1.0,46,(A),-43.25,-46.0,2.75,2.75
14B,19,-1.0,47,(B),-45.5,-48.25,2.75,-2.75
14B,19,-1.0,48,(B),-50.5,-39.75,-10.75,10.75
14B,19,-1.0,49,(B),-49.0,-51.5,2.5,-2.5
14B,19,-1.0,50,(B),-43.25,-47.75,4.5,-4.5
14B,19,-1.0,51,(A),-46.25,-50.0,3.75,3.75
14B,19,-1.0,52,(B),-42.25,-47.5,5.25,-5.25
14B,19,-1.0,53,(A),-41.75,-46.25,4.5,4.5
14B,19,-1.0,54,(B),-45.75,-50.5,4.75,-4.75
14B,19,-1.0,55,(A),-55.25,-45.5,-9.75,-9.75
14B,19,-1.0,56,(B),-45.0,-47.0,2.0,-2.0
14B,19,-1.0,57,(A),-50.5,-49.0,-1.5,-1.5
14B,19,-1.0,58,(B),-46.0,-53.25,7.25,-7.25
14B,19,-1.0,59,(B),-50.0,-40.25,-9.75,9.75
14B,19,-1.0,60,(A),-44.75,-48.0,3.25,3.25
14B,19,-1.0,61,(A),-50.5,-44.5,-6.0,-6.0
14B,19,-1.0,62,(A),-41.5,-46.0,4.5,4.5
14B,19,-1.0,63,(B),-50.0,-47.25,-2.75,2.75
14B,19,-1.0,64,(B),-47.75,-53.5,5.75,-5.75
14B,19,-1.0,65,(B),-48.75,-43.25,-5.5,5.5
14B,19,-1.0,66,(A),-46.0,-50.25,4.25,4.25
14B,19,-1.0,67,(B),-48.25,-48.5,0.25,-0.25
14B,19,-1.0,68,(A),-46.25,-49.25,3.0,3.0
14B,19,-1.0,69,(B),-47.5,-45.5,-2.0,2.0
14B,19,-1.0,70,(B),-46.0,-45.5,-0.5,0.5
14B,19,-1.0,71,(B),-49.75,-41.75,-8.0,8.0
14B,19,-1.0,72,(A),-49.5,-49.5,0.0,0.0
14B,19,-1.0,73,(A),-49.0,-50.25,1.25,1.25
14B,19,-1.0,74,(A),-48.0,-51.0,3.0,3.0
14B,19,-1.0,75,(B),-47.0,-50.0,3.0,-3.0
14B,19,-1.0,76,(A),-50.0,-49.75,-0.25,-0.25
14B,19,-1.0,77,(B),-49.5,-53.75,4.25,-4.25
14B,19,-1.0,78,(B),-47.0,-50.0,3.0,-3.0
14B,19,-1.0,79,(B),-46.0,-42.75,-3.25,3.25
14B,19,-1.0,80,(B),-42.25,-55.25,13.0,-13.0
14B,19,-1.0,81,(A),-50.0,-47.0,-3.0,-3.0
14B,19,-1.0,82,(A),-39.5,-51.5,12.0,12.0
14B,19,-1.0,83,(A),-38.25,-49.5,11.25,11.25
14B,19,-1.0,84,(A),-46.5,-47.25,0.75,0.75
14B,19,-1.0,85,(A),-56.25,-45.75,-10.5,-10.5
14B,19,-1.0,86,(B),-49.5,-40.0,-9.5,9.5
14B,19,-1.0,87,(A),-43.75,-44.25,0.5,0.5
14B,19,-1.0,88,(A),-44.0,-50.5,6.5,6.5
14B,19,-1.0,89,(A),-50.0,-45.5,-4.5,-4.5
14B,19,-1.0,90,(B),-48.5,-43.25,-5.25,5.25
14B,19,-1.0,91,(B),-48.25,-53.75,5.5,-5.5
14B,19,-1.0,92,(B),-45.75,-38.5,-7.25,7.25
14B,19,-1.0,93,(A),-42.25,-47.5,5.25,5.25
14B,19,-1.0,94,(B),-46.0,-54.25,8.25,-8.25
14B,19,-1.0,95,(A),-47.25,-46.0,-1.25,-1.25
14B,19,-1.0,96,(A),-49.0,-45.25,-3.75,-3.75
14B,19,-1.0,97,(A),-42.5,-45.25,2.75,2.75
14B,19,-1.0,98,(A),-47.25,-51.5,4.25,4.25
14B,19,-1.0,99,(A),-43.25,-42.0,-1.25,-1.25
14B,19,0.0,0,(B),-48.25,-50.75,2.5,-2.5
14B,19,0.0,1,(A),-50.5,-46.0,-4.5,-4.5
14B,19,0.0,2,(B),-46.75,-49.75,3.0,-3.0
14B,19,0.0,3,(A),-52.25,-46.5,-5.75,-5.75
14B,19,0.0,4,(A),-48.25,-48.5,0.25,0.25
14B,19,0.0,5,(A),-51.25,-46.75,-4.5,-4.5
14B,19,0.0,6,(B),-38.0,-43.5,5.5,-5.5
14B,19,0.0,7,(B),-44.25,-47.0,2.75,-2.75
14B,19,0.0,8,(A),-49.5,-47.5,-2.0,-2.0
14B,19,0.0,9,(B),-48.75,-49.75,1.0,-1.0
14B,19,0.0,10,(B),-47.75,-59.0,11.25,-11.25
14B,19,0.0,11,(A),-49.25,-46.25,-3.0,-3.0
14B,19,0.0,12,(A),-41.5,-44.0,2.5,2.5
14B,19,0.0,13,(A),-42.5,-42.5,0.0,0.0
14B,19,0.0,14,(B),-41.0,-48.25,7.25,-7.25
14B,19,0.0,15,(B),-45.0,-49.5,4.5,-4.5
14B,19,0.0,16,(A),-46.25,-43.25,-3.0,-3.0
14B,19,0.0,17,(A),-45.5,-43.25,-2.25,-2.25
14B,19,0.0,18,(A),-47.5,-39.75,-7.75,-7.75
14B,19,0.0,19,(A),-50.5,-47.5,-3.0,-3.0
14B,19,0.0,20,(B),-46.0,-50.75,4.75,-4.75
14B,19,0.0,21,(B),-48.0,-52.75,4.75,-4.75
14B,19,0.0,22,(A),-51.25,-48.75,-2.5,-2.5
14B,19,0.0,23,(B),-45.0,-48.0,3.0,-3.0
14B,19,0.0,24,(A),-53.25,-47.5,-5.75,-5.75
14B,19,0.0,25,(B),-42.0,-51.5,9.5,-9.5
14B,19,0.0,26,(A),-51.25,-47.25,-4.0,-4.0
14B,19,0.0,27,(A),-43.0,-45.0,2.0,2.0
14B,19,0.0,28,(A),-50.5,-45.25,-5.25,-5.25
14B,19,0.0,29,(A),-38.25,-49.0,10.75,10.75
14B,19,0.0,30,(B),-47.25,-52.0,4.75,-4.75
14B,19,0.0,31,(B),-43.75,-51.0,7.25,-7.25
14B,19,0.0,32,(B),-46.0,-50.5,4.5,-4.5
14B,19,0.0,33,(B),-45.5,-54.0,8.5,-8.5
14B,19,0.0,34,(B),-47.25,-52.0,4.75,-4.75
14B,19,0.0,35,(B),-44.0,-48.75,4.75,-4.75
14B,19,0.0,36,(A),-39.0,-47.5,8.5,8.5
14B,19,0.0,37,(A),-41.5,-52.0,10.5,10.5
14B,19,0.0,38,(B),-39.0,-50.25,11.25,-11.25
14B,19,0.0,39,(A),-56.0,-40.0,-16.0,-16.0
14B,19,0.0,40,(B),-49.75,-47.0,-2.75,2.75
14B,19,0.0,41,(B),-45.25,-46.5,1.25,-1.25
14B,19,0.0,42,(A),-51.25,-44.75,-6.5,-6.5
14B,19,0.0,43,(A),-50.75,-46.25,-4.5,-4.5
14B,19,0.0,44,(A),-52.75,-43.25,-9.5,-9.5
14B,19,0.0,45,(B),-43.25,-50.25,7.0,-7.0
14B,19,0.0,46,(A),-46.5,-43.0,-3.5,-3.5
14B,19,0.0,47,(B),-43.5,-52.5,9.0,-9.0
14B,19,0.0,48,(B),-47.5,-46.0,-1.5,1.5
14B,19,0.0,49,(B),-46.0,-51.5,5.5,-5.5
14B,19,0.0,50,(B),-42.75,-52.25,9.5,-9.5
14B,19,0.0,51,(A),-48.0,-47.25,-0.75,-0.75
14B,19,0.0,52,(B),-41.25,-52.25,11.0,-11.0
14B,19,0.0,53,(A),-44.75,-44.25,-0.5,-0.5
14B,19,0.0,54,(B),-42.75,-51.25,8.5,-8.5
14B,19,0.0,55,(A),-55.25,-44.5,-10.75,-10.75
14B,19,0.0,56,(B),-39.5,-51.75,12.25,-12.25
14B,19,0.0,57,(A),-52.5,-48.0,-4.5,-4.5
14B,19,0.0,58,(B),-44.0,-52.75,8.75,-8.75
14B,19,0.0,59,(B),-47.25,-46.25,-1.0,1.0
14B,19,0.0,60,(A),-46.75,-47.25,0.5,0.5
14B,19,0.0,61,(A),-51.5,-42.75,-8.75,-8.75
14B,19,0.0,62,(A),-42.5,-44.0,1.5,1.5
14B,19,0.0,63,(B),-47.75,-52.5,4.75,-4.75
14B,19,0.0,64,(B),-44.25,-52.25,8.0,-8.0
14B,19,0.0,65,(B),-46.0,-50.25,4.25,-4.25
14B,19,0.0,66,(A),-47.75,-48.25,0.5,0.5
14B,19,0.0,67,(B),-47.25,-49.75,2.5,-2.5
14B,19,0.0,68,(A),-49.5,-46.25,-3.25,-3.25
14B,19,0.0,69,(B),-45.0,-49.5,4.5,-4.5
14B,19,0.0,70,(B),-46.25,-48.25,2.0,-2.0
14B,19,0.0,71,(B),-47.5,-48.75,1.25,-1.25
14B,19,0.0,72,(A),-51.25,-47.5,-3.75,-3.75
14B,19,0.0,73,(A),-49.5,-48.5,-1.0,-1.0
14B,19,0.0,74,(A),-48.75,-47.5,-1.25,-1.25
14B,19,0.0,75,(B),-42.25,-52.75,10.5,-10.5
14B,19,0.0,76,(A),-52.0,-47.0,-5.0,-5.0
14B,19,0.0,77,(B),-47.75,-53.0,5.25,-5.25
14B,19,0.0,78,(B),-44.0,-52.0,8.0,-8.0
14B,19,0.0,79,(B),-45.5,-46.5,1.0,-1.0
14B,19,0.0,80,(B),-41.5,-57.0,15.5,-15.5
14B,19,0.0,81,(A),-52.75,-45.25,-7.5,-7.5
14B,19,0.0,82,(A),-39.5,-49.0,9.5,9.5
14B,19,0.0,83,(A),-43.25,-48.0,4.75,4.75
14B,19,0.0,84,(A),-49.5,-46.0,-3.5,-3.5
14B,19,0.0,85,(A),-57.75,-44.25,-13.5,-13.5
14B,19,0.0,86,(B),-47.25,-47.5,0.25,-0.25
14B,19,0.0,87,(A),-48.0,-43.25,-4.75,-4.75
14B,19,0.0,88,(A),-44.0,-47.25,3.25,3.25
14B,19,0.0,89,(A),-51.0,-44.25,-6.75,-6.75
14B,19,0.0,90,(B),-45.75,-47.75,2.0,-2.0
14B,19,0.0,91,(B),-45.5,-52.5,7.0,-7.0
14B,19,0.0,92,(B),-44.5,-46.75,2.25,-2.25
14B,19,0.0,93,(A),-43.25,-46.0,2.75,2.75
14B,19,0.0,94,(B),-43.5,-53.25,9.75,-9.75
14B,19,0.0,95,(A),-50.5,-43.75,-6.75,-6.75
14B,19,0.0,96,(A),-51.25,-41.75,-9.5,-9.5
14B,19,0.0,97,(A),-44.25,-42.25,-2.0,-2.0
14B,19,0.0,98,(A),-48.0,-49.0,1.0,1.0
14B,19,0.0,99,(A),-46.5,-41.5,-5.0,-5.0
14B,19,1.0,0,(B),-50.5,-50.25,-0.25,0.25
14B,19,1.0,1,(A),-50.25,-43.75,-6.5,-6.5
14B,19,1.0,2,(B),-47.75,-49.0,1.25,-1.25
14B,19,1.0,3,(A),-52.0,-46.75,-5.25,-5.25
14B,19,1.0,4,(A),-46.25,-47.25,1.0,1.0
14B,19,1.0,5,(A),-52.0,-44.5,-7.5,-7.5
14B,19,1.0,6,(B),-37.5,-43.75,6.25,-6.25
14B,19,1.0,7,(B),-44.0,-47.25,3.25,-3.25
14B,19,1.0,8,(A),-50.5,-46.75,-3.75,-3.75
14B,19,1.0,9,(B),-47.5,-49.25,1.75,-1.75
14B,19,1.0,10,(B),-47.25,-56.75,9.5,-9.5
14B,19,1.0,11,(A),-49.5,-46.5,-3.0,-3.0
14B,19,1.0,12,(A),-45.25,-44.25,-1.0,-1.0
14B,19,1.0,13,(A),-42.25,-41.25,-1.0,-1.0
14B,19,1.0,14,(B),-39.0,-46.0,7.0,-7.0
14B,19,1.0,15,(B),-41.5,-45.5,4.0,-4.0
14B,19,1.0,16,(A),-46.0,-43.0,-3.0,-3.0
14B,19,1.0,17,(A),-45.0,-43.0,-2.0,-2.0
14B,19,1.0,18,(A),-46.5,-38.25,-8.25,-8.25
14B,19,1.0,19,(A),-47.25,-46.25,-1.0,-1.0
14B,19,1.0,20,(B),-46.5,-50.5,4.0,-4.0
14B,19,1.0,21,(B),-47.0,-51.25,4.25,-4.25
14B,19,1.0,22,(A),-51.5,-48.0,-3.5,-3.5
14B,19,1.0,23,(B),-44.5,-47.75,3.25,-3.25
14B,19,1.0,24,(A),-52.75,-46.5,-6.25,-6.25
14B,19,1.0,25,(B),-42.25,-50.5,8.25,-8.25
14B,19,1.0,26,(A),-51.25,-44.5,-6.75,-6.75
14B,19,1.0,27,(A),-44.0,-44.0,0.0,0.0
14B,19,1.0,28,(A),-49.25,-44.75,-4.5,-4.5
14B,19,1.0,29,(A),-37.25,-45.0,7.75,7.75
14B,19,1.0,30,(B),-46.25,-50.25,4.0,-4.0
14B,19,1.0,31,(B),-42.5,-48.25,5.75,-5.75
14B,19,1.0,32,(B),-46.0,-48.25,2.25,-2.25
14B,19,1.0,33,(B),-44.0,-52.25,8.25,-8.25
14B,19,1.0,34,(B),-45.0,-50.75,5.75,-5.75
14B,19,1.0,35,(B),-43.5,-49.75,6.25,-6.25
14B,19,1.0,36,(A),-40.75,-46.5,5.75,5.75
14B,19,1.0,37,(A),-42.75,-49.25,6.5,6.5
14B,19,1.0,38,(B),-38.25,-47.5,9.25,-9.25
14B,19,1.0,39,(A),-53.25,-40.25,-13.0,-13.0
14B,19,1.0,40,(B),-48.25,-48.75,0.5,-0.5
14B,19,1.0,41,(B),-46.0,-46.5,0.5,-0.5
14B,19,1.0,42,(A),-50.5,-44.5,-6.0,-6.0
14B,19,1.0,43,(A),-50.0,-44.75,-5.25,-5.25
14B,19,1.0,44,(A),-53.0,-43.25,-9.75,-9.75
14B,19,1.0,45,(B),-40.75,-48.0,7.25,-7.25
14B,19,1.0,46,(A),-45.75,-41.75,-4.0,-4.0
14B,19,1.0,47,(B),-43.0,-49.0,6.0,-6.0
14B,19,1.0,48,(B),-46.0,-46.75,0.75,-0.75
14B,19,1.0,49,(B),-45.0,-48.0,3.0,-3.0
14B,19,1.0,50,(B),-42.5,-50.75,8.25,-8.25
14B,19,1.0,51,(A),-48.25,-45.75,-2.5,-2.5
14B,19,1.0,52,(B),-41.0,-52.25,11.25,-11.25
14B,19,1.0,53,(A),-46.0,-43.5,-2.5,-2.5
14B,19,1.0,54,(B),-45.25,-50.0,4.75,-4.75
14B,19,1.0,55,(A),-54.5,-44.25,-10.25,-10.25
14B,19,1.0,56,(B),-37.75,-49.75,12.0,-12.0
14B,19,1.0,57,(A),-52.0,-47.5,-4.5,-4.5
14B,19,1.0,58,(B),-42.75,-51.25,8.5,-8.5
14B,19,1.0,59,(B),-43.5,-45.75,2.25,-2.25
14B,19,1.0,60,(A),-44.5,-46.5,2.0,2.0
14B,19,1.0,61,(A),-48.5,-44.0,-4.5,-4.5
14B,19,1.0,62,(A),-45.0,-43.0,-2.0,-2.0
14B,19,1.0,63,(B),-45.0,-51.25,6.25,-6.25
14B,19,1.0,64,(B),-45.75,-51.5,5.75,-5.75
14B,19,1.0,65,(B),-45.75,-49.5,3.75,-3.75
14B,19,1.0,66,(A),-46.25,-46.75,0.5,0.5
14B,19,1.0,67,(B),-46.75,-49.25,2.5,-2.5
14B,19,1.0,68,(A),-50.25,-46.0,-4.25,-4.25
14B,19,1.0,69,(B),-44.75,-49.75,5.0,-5.0
14B,19,1.0,70,(B),-46.5,-48.5,2.0,-2.0
14B,19,1.0,71,(B),-49.0,-48.5,-0.5,0.5
14B,19,1.0,72,(A),-50.5,-47.0,-3.5,-3.5
14B,19,1.0,73,(A),-47.0,-48.0,1.0,1.0
14B,19,1.0,74,(A),-50.5,-46.5,-4.0,-4.0
14B,19,1.0,75,(B),-41.0,-51.0,10.0,-10.0
14B,19,1.0,76,(A),-51.25,-46.5,-4.75,-4.75
14B,19,1.0,77,(B),-47.75,-52.0,4.25,-4.25
14B,19,1.0,78,(B),-43.0,-50.5,7.5,-7.5
14B,19,1.0,79,(B),-44.25,-47.5,3.25,-3.25
14B,19,1.0,80,(B),-40.25,-53.5,13.25,-13.25
14B,19,1.0,81,(A),-51.0,-43.75,-7.25,-7.25
14B,19,1.0,82,(A),-40.25,-47.0,6.75,6.75
14B,19,1.0,83,(A),-43.0,-46.5,3.5,3.5
14B,19,1.0,84,(A),-45.0,-45.75,0.75,0.75
14B,19,1.0,85,(A),-54.75,-45.5,-9.25,-9.25
14B,19,1.0,86,(B),-46.5,-48.25,1.75,-1.75
14B,19,1.0,87,(A),-47.5,-42.5,-5.0,-5.0
14B,19,1.0,88,(A),-43.5,-45.25,1.75,1.75
14B,19,1.0,89,(A),-50.25,-43.5,-6.75,-6.75
14B,19,1.0,90,(B),-47.25,-49.25,2.0,-2.0
14B,19,1.0,91,(B),-44.75,-50.75,6.0,-6.0
14B,19,1.0,92,(B),-46.25,-48.0,1.75,-1.75
14B,19,1.0,93,(A),-43.25,-44.75,1.5,1.5
14B,19,1.0,94,(B),-44.5,-52.0,7.5,-7.5
14B,19,1.0,95,(A),-50.5,-42.75,-7.75,-7.75
14B,19,1.0,96,(A),-49.75,-41.75,-8.0,-8.0
14B,19,1.0,97,(A),-46.75,-42.0,-4.75,-4.75
14B,19,1.0,98,(A),-50.5,-48.75,-1.75,-1.75
14B,19,1.0,99,(A),-45.25,-41.5,-3.75,-3.75
14B,24,-1.0,0,(B),-47.75,-44.5,-3.25,3.25
14B,24,-1.0,1,(A),-49.5,-47.5,-2.0,-2.0
14B,24,-1.0,2,(B),-46.75,-47.25,0.5,-0.5
14B,24,-1.0,3,(A),-49.25,-49.0,-0.25,-0.25
14B,24,-1.0,4,(A),-46.5,-50.0,3.5,3.5
14B,24,-1.0,5,(A),-49.75,-48.0,-1.75,-1.75
14B,24,-1.0,6,(B),-37.75,-40.75,3.0,-3.0
14B,24,-1.0,7,(B),-45.0,-45.75,0.75,-0.75
14B,24,-1.0,8,(A),-48.75,-49.0,0.25,0.25
14B,24,-1.0,9,(B),-48.75,-47.0,-1.75,1.75
14B,24,-1.0,10,(B),-51.25,-59.5,8.25,-8.25
14B,24,-1.0,11,(A),-46.0,-48.5,2.5,2.5
14B,24,-1.0,12,(A),-41.5,-44.5,3.0,3.0
14B,24,-1.0,13,(A),-41.0,-44.5,3.5,3.5
14B,24,-1.0,14,(B),-42.5,-44.25,1.75,-1.75
14B,24,-1.0,15,(B),-45.75,-43.75,-2.0,2.0
14B,24,-1.0,16,(A),-42.5,-45.0,2.5,2.5
14B,24,-1.0,17,(A),-46.25,-43.75,-2.5,-2.5
14B,24,-1.0,18,(A),-46.25,-42.5,-3.75,-3.75
14B,24,-1.0,19,(A),-45.5,-48.75,3.25,3.25
14B,24,-1.0,20,(B),-47.5,-48.5,1.0,-1.0
14B,24,-1.0,21,(B),-48.75,-51.0,2.25,-2.25
14B,24,-1.0,22,(A),-50.5,-50.75,0.25,0.25
14B,24,-1.0,23,(B),-44.75,-43.25,-1.5,1.5
14B,24,-1.0,24,(A),-50.25,-49.75,-0.5,-0.5
14B,24,-1.0,25,(B),-44.75,-49.75,5.0,-5.0
14B,24,-1.0,26,(A),-48.5,-47.0,-1.5,-1.5
14B,24,-1.0,27,(A),-42.25,-45.75,3.5,3.5
14B,24,-1.0,28,(A),-49.0,-46.5,-2.5,-2.5
14B,24,-1.0,29,(A),-38.0,-48.5,10.5,10.5
14B,24,-1.0,30,(B),-48.0,-47.25,-0.75,0.75
14B,24,-1.0,31,(B),-44.25,-46.25,2.0,-2.0
14B,24,-1.0,32,(B),-46.75,-46.5,-0.25,0.25
14B,24,-1.0,33,(B),-46.5,-51.5,5.0,-5.0
14B,24,-1.0,34,(B),-47.5,-50.25,2.75,-2.75
14B,24,-1.0,35,(B),-44.5,-47.75,3.25,-3.25
14B,24,-1.0,36,(A),-39.75,-48.0,8.25,8.25
14B,24,-1.0,37,(A),-42.0,-52.0,10.0,10.0
14B,24,-1.0,38,(B),-40.25,-47.5,7.25,-7.25
14B,24,-1.0,39,(A),-54.25,-42.0,-12.25,-12.25
14B,24,-1.0,40,(B),-49.0,-44.75,-4.25,4.25
14B,24,-1.0,41,(B),-46.25,-44.75,-1.5,1.5
14B,24,-1.0,42,(A),-49.25,-46.0,-3.25,-3.25
14B,24,-1.0,43,(A),-43.5,-49.0,5.5,5.5
14B,24,-1.0,44,(A),-49.75,-44.5,-5.25,-5.25
14B,24,-1.0,45,(B),-45.5,-47.5,2.0,-2.0
14B,24,-1.0,46,(A),-44.75,-43.25,-1.5,-1.5
