model,layer,strength,prompt_idx,matching_answer,logprob_A,logprob_B,logit_diff_AB,logit_diff_matching
14B,23,0.0,54,(B),-4.65625,-0.0286865234375,-4.6275634765625,4.6275634765625
14B,23,0.0,55,(A),-17.875,-26.875,9.0,9.0
14B,23,0.0,56,(B),-14.5625,-13.1875,-1.375,1.375
14B,23,0.0,57,(A),-0.031494140625,-7.90625,7.874755859375,7.874755859375
14B,23,0.0,58,(B),-10.875,-0.9765625,-9.8984375,9.8984375
14B,23,0.0,59,(B),-10.625,-19.0,8.375,-8.375
14B,23,0.0,60,(A),-23.125,-26.625,3.5,3.5
14B,23,0.0,61,(A),-14.875,-23.875,9.0,9.0
14B,23,0.0,62,(A),-10.375,-6.65625,-3.71875,-3.71875
14B,23,0.0,63,(B),-24.25,-22.875,-1.375,1.375
14B,23,0.0,64,(B),-10.375,-7.625,-2.75,2.75
14B,23,0.0,65,(B),-6.4375,-6.0625,-0.375,0.375
14B,23,0.0,66,(A),-7.15625,-4.65625,-2.5,-2.5
14B,23,0.0,67,(B),-2.984375,-0.11279296875,-2.87158203125,2.87158203125
14B,23,0.0,68,(A),-1.9765625,-0.9765625,-1.0,-1.0
14B,23,0.0,69,(B),-3.796875,-9.4375,5.640625,-5.640625
14B,23,0.0,70,(B),-3.046875,-0.048828125,-2.998046875,2.998046875
14B,23,0.0,71,(B),-0.205078125,-6.84375,6.638671875,-6.638671875
14B,23,0.0,72,(A),-4.5,-14.25,9.75,9.75
14B,23,0.0,73,(A),-9.75,-10.0,0.25,0.25
14B,23,0.0,74,(A),-6.53125,-0.0225830078125,-6.5086669921875,-6.5086669921875
14B,23,0.0,75,(B),-7.71875,-4.09375,-3.625,3.625
14B,23,0.0,76,(A),-2.46875,-8.6875,6.21875,6.21875
14B,23,0.0,77,(B),-7.625,-0.01544189453125,-7.60955810546875,7.60955810546875
14B,23,0.0,78,(B),-8.1875,-3.1875,-5.0,5.0
14B,23,0.0,79,(B),-0.000820159912109375,-16.125,16.12417984008789,-16.12417984008789
14B,23,0.0,80,(B),-25.625,-20.625,-5.0,5.0
14B,23,0.0,81,(A),-4.03125,-15.0,10.96875,10.96875
14B,23,0.0,82,(A),-23.25,-23.0,-0.25,-0.25
14B,23,0.0,83,(A),-6.6875,-0.42578125,-6.26171875,-6.26171875
14B,23,0.0,84,(A),-21.75,-26.125,4.375,4.375
14B,23,0.0,85,(A),-12.5,-19.375,6.875,6.875
14B,23,0.0,86,(B),-3.78125,-11.875,8.09375,-8.09375
14B,23,0.0,87,(A),-8.0,-14.875,6.875,6.875
14B,23,0.0,88,(A),-13.625,-15.0,1.375,1.375
14B,23,0.0,89,(A),-11.5,-21.875,10.375,10.375
14B,23,0.0,90,(B),-0.21484375,-10.0625,9.84765625,-9.84765625
14B,23,0.0,91,(B),-7.375,-5.875,-1.5,1.5
14B,23,0.0,92,(B),-0.07958984375,-12.1875,12.10791015625,-12.10791015625
14B,23,0.0,93,(A),-15.5,-14.125,-1.375,-1.375
14B,23,0.0,94,(B),-5.46875,-1.2265625,-4.2421875,4.2421875
14B,23,0.0,95,(A),-7.0,-13.125,6.125,6.125
14B,23,0.0,96,(A),-14.25,-22.875,8.625,8.625
14B,23,0.0,97,(A),-8.25,-0.00112152099609375,-8.248878479003906,-8.248878479003906
14B,23,0.0,98,(A),-7.65625,-0.040283203125,-7.615966796875,-7.615966796875
14B,23,0.0,99,(A),-19.875,-24.0,4.125,4.125
14B,23,1.0,0,(B),-0.1376953125,-4.875,4.7373046875,-4.7373046875
14B,23,1.0,1,(A),-1.3515625,-3.84375,2.4921875,2.4921875
14B,23,1.0,2,(B),-3.203125,-4.96875,1.765625,-1.765625
14B,23,1.0,3,(A),-2.84375,-3.71875,0.875,0.875
14B,23,1.0,4,(A),-6.84375,-4.46875,-2.375,-2.375
14B,23,1.0,5,(A),-12.4375,-13.0625,0.625,0.625
14B,23,1.0,6,(B),-23.375,-25.875,2.5,-2.5
14B,23,1.0,7,(B),-0.025390625,-10.0,9.974609375,-9.974609375
14B,23,1.0,8,(A),-5.4375,-3.9375,-1.5,-1.5
14B,23,1.0,9,(B),-4.15625,-9.75,5.59375,-5.59375
14B,23,1.0,10,(B),-23.25,-23.375,0.125,-0.125
14B,23,1.0,11,(A),-0.000659942626953125,-11.625,11.624340057373047,11.624340057373047
14B,23,1.0,12,(A),-14.5,-6.625,-7.875,-7.875
14B,23,1.0,13,(A),-20.75,-25.125,4.375,4.375
14B,23,1.0,14,(B),-17.5,-21.5,4.0,-4.0
14B,23,1.0,15,(B),-14.125,-15.75,1.625,-1.625
14B,23,1.0,16,(A),-16.0,-17.375,1.375,1.375
14B,23,1.0,17,(A),-12.0,-6.125,-5.875,-5.875
14B,23,1.0,18,(A),-10.875,-19.125,8.25,8.25
14B,23,1.0,19,(A),-12.375,-13.75,1.375,1.375
14B,23,1.0,20,(B),-0.392578125,-1.390625,0.998046875,-0.998046875
14B,23,1.0,21,(B),-6.0,-6.625,0.625,-0.625
14B,23,1.0,22,(A),-2.265625,-5.03125,2.765625,2.765625
14B,23,1.0,23,(B),-5.65625,-4.78125,-0.875,0.875
14B,23,1.0,24,(A),-3.609375,-6.375,2.765625,2.765625
14B,23,1.0,25,(B),-13.4375,-0.181640625,-13.255859375,13.255859375
14B,23,1.0,26,(A),-12.0,-18.0,6.0,6.0
14B,23,1.0,27,(A),-10.8125,-12.8125,2.0,2.0
14B,23,1.0,28,(A),-18.5,-23.125,4.625,4.625
14B,23,1.0,29,(A),-19.25,-21.5,2.25,2.25
14B,23,1.0,30,(B),-15.25,-12.0,-3.25,3.25
14B,23,1.0,31,(B),-14.0,-12.375,-1.625,1.625
14B,23,1.0,32,(B),-7.75,-11.5,3.75,-3.75
14B,23,1.0,33,(B),-6.65625,-10.125,3.46875,-3.46875
14B,23,1.0,34,(B),-18.375,-18.75,0.375,-0.375
14B,23,1.0,35,(B),-5.90625,-0.0277099609375,-5.8785400390625,5.8785400390625
14B,23,1.0,36,(A),-16.75,-18.75,2.0,2.0
14B,23,1.0,37,(A),-20.75,-23.5,2.75,2.75
14B,23,1.0,38,(B),-14.625,-13.625,-1.0,1.0
14B,23,1.0,39,(A),-18.875,-24.125,5.25,5.25
14B,23,1.0,40,(B),-5.15625,-9.1875,4.03125,-4.03125
14B,23,1.0,41,(B),-0.000247955322265625,-9.125,9.124752044677734,-9.124752044677734
14B,23,1.0,42,(A),-13.0,-20.125,7.125,7.125
14B,23,1.0,43,(A),-3.46875,-3.34375,-0.125,-0.125
14B,23,1.0,44,(A),-1.140625,-7.75,6.609375,6.609375
14B,23,1.0,45,(B),-15.5,-19.125,3.625,-3.625
14B,23,1.0,46,(A),-18.0,-21.125,3.125,3.125
14B,23,1.0,47,(B),-13.0,-13.625,0.625,-0.625
14B,23,1.0,48,(B),-5.90625,-11.5625,5.65625,-5.65625
14B,23,1.0,49,(B),-15.5,-19.125,3.625,-3.625
14B,23,1.0,50,(B),-13.125,-10.5,-2.625,2.625
14B,23,1.0,51,(A),-5.53125,-6.15625,0.625,0.625
14B,23,1.0,52,(B),-16.125,-16.625,0.5,-0.5
14B,23,1.0,53,(A),-11.5,-9.625,-1.875,-1.875
14B,23,1.0,54,(B),-1.140625,-2.140625,1.0,-1.0
14B,23,1.0,55,(A),-19.5,-26.75,7.25,7.25
14B,23,1.0,56,(B),-10.25,-6.28125,-3.96875,3.96875
14B,23,1.0,57,(A),-3.203125,-3.953125,0.75,0.75
14B,23,1.0,58,(B),-12.0,-6.25,-5.75,5.75
14B,23,1.0,59,(B),-13.25,-19.25,6.0,-6.0
14B,23,1.0,60,(A),-24.625,-27.75,3.125,3.125
14B,23,1.0,61,(A),-17.625,-24.625,7.0,7.0
14B,23,1.0,62,(A),-12.0625,-15.6875,3.625,3.625
14B,23,1.0,63,(B),-26.875,-27.25,0.375,-0.375
14B,23,1.0,64,(B),-11.625,-13.25,1.625,-1.625
14B,23,1.0,65,(B),-6.28125,-4.65625,-1.625,1.625
14B,23,1.0,66,(A),-4.625,-7.75,3.125,3.125
14B,23,1.0,67,(B),-0.94140625,-4.3125,3.37109375,-3.37109375
14B,23,1.0,68,(A),-2.609375,-3.859375,1.25,1.25
14B,23,1.0,69,(B),-3.234375,-7.0,3.765625,-3.765625
14B,23,1.0,70,(B),-0.041015625,-3.421875,3.380859375,-3.380859375
14B,23,1.0,71,(B),-0.396484375,-6.03125,5.634765625,-5.634765625
14B,23,1.0,72,(A),-9.75,-9.125,-0.625,-0.625
14B,23,1.0,73,(A),-12.25,-13.125,0.875,0.875
14B,23,1.0,74,(A),-5.46875,-0.9765625,-4.4921875,-4.4921875
14B,23,1.0,75,(B),-7.15625,-5.03125,-2.125,2.125
14B,23,1.0,76,(A),-6.75,-9.0,2.25,2.25
14B,23,1.0,77,(B),-4.78125,-2.140625,-2.640625,2.640625
14B,23,1.0,78,(B),-7.21875,-6.34375,-0.875,0.875
14B,23,1.0,79,(B),-0.166015625,-1.9140625,1.748046875,-1.748046875
14B,23,1.0,80,(B),-24.875,-23.75,-1.125,1.125
14B,23,1.0,81,(A),-10.0,-16.375,6.375,6.375
14B,23,1.0,82,(A),-23.75,-24.625,0.875,0.875
14B,23,1.0,83,(A),-5.46875,-4.96875,-0.5,-0.5
14B,23,1.0,84,(A),-28.125,-31.875,3.75,3.75
14B,23,1.0,85,(A),-18.25,-21.25,3.0,3.0
14B,23,1.0,86,(B),-8.125,-12.375,4.25,-4.25
14B,23,1.0,87,(A),-11.5,-19.625,8.125,8.125
14B,23,1.0,88,(A),-14.0,-14.375,0.375,0.375
14B,23,1.0,89,(A),-16.375,-24.0,7.625,7.625
14B,23,1.0,90,(B),-0.287109375,-9.4375,9.150390625,-9.150390625
14B,23,1.0,91,(B),-11.75,-10.875,-0.875,0.875
14B,23,1.0,92,(B),-3.65625,-10.375,6.71875,-6.71875
14B,23,1.0,93,(A),-17.75,-19.125,1.375,1.375
14B,23,1.0,94,(B),-6.4375,-5.5625,-0.875,0.875
14B,23,1.0,95,(A),-9.8125,-15.5625,5.75,5.75
14B,23,1.0,96,(A),-19.375,-25.25,5.875,5.875
14B,23,1.0,97,(A),-6.53125,-0.0250244140625,-6.5062255859375,-6.5062255859375
14B,23,1.0,98,(A),-6.875,-1.625,-5.25,-5.25
14B,23,1.0,99,(A),-23.625,-27.375,3.75,3.75
14B,19,-1.0,0,(B),-0.00311279296875,-13.375,13.37188720703125,-13.37188720703125
14B,19,-1.0,1,(A),-2.5,-0.1298828125,-2.3701171875,-2.3701171875
14B,19,-1.0,2,(B),-0.142578125,-7.90625,7.763671875,-7.763671875
14B,19,-1.0,3,(A),-0.2578125,-1.5078125,1.25,1.25
14B,19,-1.0,4,(A),-9.3125,-0.07080078125,-9.24169921875,-9.24169921875
14B,19,-1.0,5,(A),-10.125,-5.71875,-4.40625,-4.40625
14B,19,-1.0,6,(B),-15.0,-21.125,6.125,-6.125
14B,19,-1.0,7,(B),-0.072265625,-13.0625,12.990234375,-12.990234375
14B,19,-1.0,8,(A),-2.296875,-0.1669921875,-2.1298828125,-2.1298828125
14B,19,-1.0,9,(B),-0.48828125,-10.875,10.38671875,-10.38671875
14B,19,-1.0,10,(B),-20.0,-22.375,2.375,-2.375
14B,19,-1.0,11,(A),-1.28125,-1.15625,-0.125,-0.125
14B,19,-1.0,12,(A),-13.25,-1.0,-12.25,-12.25
14B,19,-1.0,13,(A),-17.0,-19.25,2.25,2.25
14B,19,-1.0,14,(B),-8.5,-16.625,8.125,-8.125
14B,19,-1.0,15,(B),-10.0,-14.0,4.0,-4.0
14B,19,-1.0,16,(A),-12.875,-11.875,-1.0,-1.0
14B,19,-1.0,17,(A),-11.375,-0.0179443359375,-11.3570556640625,-11.3570556640625
14B,19,-1.0,18,(A),-4.03125,-14.375,10.34375,10.34375
14B,19,-1.0,19,(A),-7.5,-10.75,3.25,3.25
14B,19,-1.0,20,(B),-0.017578125,-8.875,8.857421875,-8.857421875
14B,19,-1.0,21,(B),-2.609375,-0.2333984375,-2.3759765625,2.3759765625
14B,19,-1.0,22,(A),-0.2734375,-2.53125,2.2578125,2.2578125
14B,19,-1.0,23,(B),-1.0,-9.375,8.375,-8.375
14B,19,-1.0,24,(A),-0.1943359375,-3.3125,3.1181640625,3.1181640625
14B,19,-1.0,25,(B),-8.875,-0.63671875,-8.23828125,8.23828125
14B,19,-1.0,26,(A),-7.5,-6.125,-1.375,-1.375
14B,19,-1.0,27,(A),-9.625,-7.0,-2.625,-2.625
14B,19,-1.0,28,(A),-8.625,-14.0,5.375,5.375
14B,19,-1.0,29,(A),-16.125,-19.0,2.875,2.875
14B,19,-1.0,30,(B),-11.4375,-16.25,4.8125,-4.8125
14B,19,-1.0,31,(B),-8.3125,-7.28125,-1.03125,1.03125
14B,19,-1.0,32,(B),-0.98046875,-11.625,10.64453125,-10.64453125
14B,19,-1.0,33,(B),-2.546875,-11.9375,9.390625,-9.390625
14B,19,-1.0,34,(B),-14.0,-17.125,3.125,-3.125
14B,19,-1.0,35,(B),-5.625,-0.0038909912109375,-5.6211090087890625,5.6211090087890625
14B,19,-1.0,36,(A),-11.8125,-8.8125,-3.0,-3.0
14B,19,-1.0,37,(A),-14.1875,-13.9375,-0.25,-0.25
14B,19,-1.0,38,(B),-10.375,-8.625,-1.75,1.75
14B,19,-1.0,39,(A),-10.0,-18.5,8.5,8.5
14B,19,-1.0,40,(B),-0.376953125,-9.625,9.248046875,-9.248046875
14B,19,-1.0,41,(B),-0.004150390625,-16.0,15.995849609375,-15.995849609375
14B,19,-1.0,42,(A),-5.75,-11.5,5.75,5.75
14B,19,-1.0,43,(A),-0.98828125,-0.73828125,-0.25,-0.25
14B,19,-1.0,44,(A),-0.2265625,-8.375,8.1484375,8.1484375
14B,19,-1.0,45,(B),-9.375,-17.0,7.625,-7.625
14B,19,-1.0,46,(A),-10.9375,-10.5625,-0.375,-0.375
14B,19,-1.0,47,(B),-6.03125,-9.6875,3.65625,-3.65625
14B,19,-1.0,48,(B),-1.2265625,-10.875,9.6484375,-9.6484375
14B,19,-1.0,49,(B),-7.0,-12.0,5.0,-5.0
14B,19,-1.0,50,(B),-3.890625,-6.15625,2.265625,-2.265625
14B,19,-1.0,51,(A),-4.90625,-0.1552734375,-4.7509765625,-4.7509765625
14B,19,-1.0,52,(B),-9.3125,-13.1875,3.875,-3.875
14B,19,-1.0,53,(A),-8.625,-0.7734375,-7.8515625,-7.8515625
14B,19,-1.0,54,(B),-0.46484375,-1.4609375,0.99609375,-0.99609375
14B,19,-1.0,55,(A),-15.625,-25.25,9.625,9.625
14B,19,-1.0,56,(B),-11.9375,-13.5625,1.625,-1.625
14B,19,-1.0,57,(A),-0.46875,-1.09375,0.625,0.625
14B,19,-1.0,58,(B),-7.84375,-0.984375,-6.859375,6.859375
14B,19,-1.0,59,(B),-5.0,-15.125,10.125,-10.125
14B,19,-1.0,60,(A),-20.75,-24.25,3.5,3.5
14B,19,-1.0,61,(A),-12.625,-21.125,8.5,8.5
14B,19,-1.0,62,(A),-8.6875,-4.84375,-3.84375,-3.84375
14B,19,-1.0,63,(B),-19.25,-21.75,2.5,-2.5
14B,19,-1.0,64,(B),-6.78125,-5.28125,-1.5,1.5
14B,19,-1.0,65,(B),-3.71875,-13.3125,9.59375,-9.59375
14B,19,-1.0,66,(A),-9.1875,-1.703125,-7.484375,-7.484375
14B,19,-1.0,67,(B),-0.1923828125,-2.1875,1.9951171875,-1.9951171875
14B,19,-1.0,68,(A),-6.9375,-0.07080078125,-6.86669921875,-6.86669921875
14B,19,-1.0,69,(B),-0.443359375,-12.1875,11.744140625,-11.744140625
14B,19,-1.0,70,(B),-0.00017452239990234375,-13.375,13.374825477600098,-13.374825477600098
14B,19,-1.0,71,(B),-0.00384521484375,-14.625,14.62115478515625,-14.62115478515625
14B,19,-1.0,72,(A),-2.8125,-6.9375,4.125,4.125
14B,19,-1.0,73,(A),-7.75,-5.0,-2.75,-2.75
14B,19,-1.0,74,(A),-7.125,-0.004974365234375,-7.120025634765625,-7.120025634765625
14B,19,-1.0,75,(B),-1.734375,-5.5,3.765625,-3.765625
14B,19,-1.0,76,(A),-2.15625,-4.03125,1.875,1.875
14B,19,-1.0,77,(B),-4.03125,-0.0439453125,-3.9873046875,3.9873046875
14B,19,-1.0,78,(B),-3.171875,-5.8125,2.640625,-2.640625
14B,19,-1.0,79,(B),-0.0028228759765625,-17.25,17.247177124023438,-17.247177124023438
14B,19,-1.0,80,(B),-22.875,-19.0,-3.875,3.875
14B,19,-1.0,81,(A),-2.359375,-9.5,7.140625,7.140625
14B,19,-1.0,82,(A),-22.75,-21.875,-0.875,-0.875
14B,19,-1.0,83,(A),-8.25,-1.6328125,-6.6171875,-6.6171875
14B,19,-1.0,84,(A),-21.5,-25.25,3.75,3.75
14B,19,-1.0,85,(A),-10.375,-15.75,5.375,5.375
14B,19,-1.0,86,(B),-0.1552734375,-11.5,11.3447265625,-11.3447265625
14B,19,-1.0,87,(A),-5.90625,-9.125,3.21875,3.21875
14B,19,-1.0,88,(A),-13.0,-12.125,-0.875,-0.875
14B,19,-1.0,89,(A),-7.25,-17.25,10.0,10.0
14B,19,-1.0,90,(B),-0.0037841796875,-15.25,15.2462158203125,-15.2462158203125
14B,19,-1.0,91,(B),-4.40625,-4.03125,-0.375,0.375
14B,19,-1.0,92,(B),-0.0034332275390625,-14.875,14.871566772460938,-14.871566772460938
14B,19,-1.0,93,(A),-13.875,-10.25,-3.625,-3.625
14B,19,-1.0,94,(B),-4.65625,-1.78125,-2.875,2.875
14B,19,-1.0,95,(A),-6.15625,-7.90625,1.75,1.75
14B,19,-1.0,96,(A),-10.0,-18.0,8.0,8.0
14B,19,-1.0,97,(A),-8.625,-0.000659942626953125,-8.624340057373047,-8.624340057373047
14B,19,-1.0,98,(A),-7.15625,-0.023193359375,-7.133056640625,-7.133056640625
14B,19,-1.0,99,(A),-18.125,-20.0,1.875,1.875
14B,19,0.0,0,(B),-0.04931640625,-3.421875,3.37255859375,-3.37255859375
14B,19,0.0,1,(A),-0.37890625,-5.75,5.37109375,5.37109375
14B,19,0.0,2,(B),-1.8125,-1.1875,-0.625,0.625
14B,19,0.0,3,(A),-0.0068359375,-12.0,11.9931640625,11.9931640625
14B,19,0.0,4,(A),-7.53125,-0.291015625,-7.240234375,-7.240234375
14B,19,0.0,5,(A),-11.5,-10.0,-1.5,-1.5
14B,19,0.0,6,(B),-19.25,-23.375,4.125,-4.125
14B,19,0.0,7,(B),-0.0230712890625,-7.78125,7.7581787109375,-7.7581787109375
14B,19,0.0,8,(A),-3.140625,-0.396484375,-2.744140625,-2.744140625
14B,19,0.0,9,(B),-1.9375,-9.1875,7.25,-7.25
14B,19,0.0,10,(B),-20.625,-20.375,-0.25,0.25
14B,19,0.0,11,(A),-0.00885009765625,-12.0,11.99114990234375,11.99114990234375
14B,19,0.0,12,(A),-13.75,-2.28125,-11.46875,-11.46875
14B,19,0.0,13,(A),-19.875,-23.0,3.125,3.125
14B,19,0.0,14,(B),-15.125,-19.625,4.5,-4.5
14B,19,0.0,15,(B),-13.125,-14.875,1.75,-1.75
14B,19,0.0,16,(A),-16.625,-17.5,0.875,0.875
14B,19,0.0,17,(A),-11.25,-3.78125,-7.46875,-7.46875
14B,19,0.0,18,(A),-8.25,-17.0,8.75,8.75
14B,19,0.0,19,(A),-9.125,-15.0,5.875,5.875
14B,19,0.0,20,(B),-1.640625,-0.265625,-1.375,1.375
14B,19,0.0,21,(B),-4.75,-0.240234375,-4.509765625,4.509765625
14B,19,0.0,22,(A),-0.037841796875,-7.15625,7.118408203125,7.118408203125
14B,19,0.0,23,(B),-4.625,-3.984375,-0.640625,0.640625
14B,19,0.0,24,(A),-0.03955078125,-10.6875,10.64794921875,10.64794921875
14B,19,0.0,25,(B),-13.0625,-0.0498046875,-13.0126953125,13.0126953125
14B,19,0.0,26,(A),-8.75,-12.25,3.5,3.5
14B,19,0.0,27,(A),-9.3125,-7.4375,-1.875,-1.875
14B,19,0.0,28,(A),-13.875,-19.375,5.5,5.5
14B,19,0.0,29,(A),-19.25,-21.75,2.5,2.5
14B,19,0.0,30,(B),-12.625,-9.875,-2.75,2.75
14B,19,0.0,31,(B),-13.5,-10.5,-3.0,3.0
14B,19,0.0,32,(B),-5.25,-8.375,3.125,-3.125
14B,19,0.0,33,(B),-8.75,-11.125,2.375,-2.375
14B,19,0.0,34,(B),-17.125,-15.375,-1.75,1.75
14B,19,0.0,35,(B),-8.75,-0.00022602081298828125,-8.749773979187012,8.749773979187012
14B,19,0.0,36,(A),-14.1875,-11.8125,-2.375,-2.375
14B,19,0.0,37,(A),-17.875,-18.125,0.25,0.25
14B,19,0.0,38,(B),-13.5,-10.625,-2.875,2.875
14B,19,0.0,39,(A),-13.0,-21.375,8.375,8.375
14B,19,0.0,40,(B),-0.462890625,-8.0625,7.599609375,-7.599609375
14B,19,0.0,41,(B),-0.000743865966796875,-14.75,14.749256134033203,-14.749256134033203
14B,19,0.0,42,(A),-7.25,-16.625,9.375,9.375
14B,19,0.0,43,(A),-0.1728515625,-4.5625,4.3896484375,4.3896484375
14B,19,0.0,44,(A),-0.126953125,-13.875,13.748046875,13.748046875
14B,19,0.0,45,(B),-15.75,-19.375,3.625,-3.625
14B,19,0.0,46,(A),-13.625,-14.625,1.0,1.0
14B,19,0.0,47,(B),-10.25,-9.0,-1.25,1.25
14B,19,0.0,48,(B),-2.78125,-10.25,7.46875,-7.46875
14B,19,0.0,49,(B),-10.5,-13.625,3.125,-3.125
14B,19,0.0,50,(B),-10.375,-4.25,-6.125,6.125
14B,19,0.0,51,(A),-5.09375,-1.34375,-3.75,-3.75
14B,19,0.0,52,(B),-13.375,-10.75,-2.625,2.625
14B,19,0.0,53,(A),-7.0,-2.359375,-4.640625,-4.640625
14B,19,0.0,54,(B),-4.65625,-0.0286865234375,-4.6275634765625,4.6275634765625
14B,19,0.0,55,(A),-17.875,-26.875,9.0,9.0
14B,19,0.0,56,(B),-14.5625,-13.1875,-1.375,1.375
14B,19,0.0,57,(A),-0.031494140625,-7.90625,7.874755859375,7.874755859375
14B,19,0.0,58,(B),-10.875,-0.9765625,-9.8984375,9.8984375
14B,19,0.0,59,(B),-10.625,-19.0,8.375,-8.375
14B,19,0.0,60,(A),-23.125,-26.625,3.5,3.5
14B,19,0.0,61,(A),-14.875,-23.875,9.0,9.0
14B,19,0.0,62,(A),-10.375,-6.65625,-3.71875,-3.71875
14B,19,0.0,63,(B),-24.25,-22.875,-1.375,1.375
14B,19,0.0,64,(B),-10.375,-7.625,-2.75,2.75
14B,19,0.0,65,(B),-6.4375,-6.0625,-0.375,0.375
14B,19,0.0,66,(A),-7.15625,-4.65625,-2.5,-2.5
14B,19,0.0,67,(B),-2.984375,-0.11279296875,-2.87158203125,2.87158203125
14B,19,0.0,68,(A),-1.9765625,-0.9765625,-1.0,-1.0
14B,19,0.0,69,(B),-3.796875,-9.4375,5.640625,-5.640625
14B,19,0.0,70,(B),-3.046875,-0.048828125,-2.998046875,2.998046875
14B,19,0.0,71,(B),-0.205078125,-6.84375,6.638671875,-6.638671875
14B,19,0.0,72,(A),-4.5,-14.25,9.75,9.75
14B,19,0.0,73,(A),-9.75,-10.0,0.25,0.25
14B,19,0.0,74,(A),-6.53125,-0.0225830078125,-6.5086669921875,-6.5086669921875
14B,19,0.0,75,(B),-7.71875,-4.09375,-3.625,3.625
14B,19,0.0,76,(A),-2.46875,-8.6875,6.21875,6.21875
14B,19,0.0,77,(B),-7.625,-0.01544189453125,-7.60955810546875,7.60955810546875
14B,19,0.0,78,(B),-8.1875,-3.1875,-5.0,5.0
14B,19,0.0,79,(B),-0.000820159912109375,-16.125,16.12417984008789,-16.12417984008789
14B,19,0.0,80,(B),-25.625,-20.625,-5.0,5.0
14B,19,0.0,81,(A),-4.03125,-15.0,10.96875,10.96875
14B,19,0.0,82,(A),-23.25,-23.0,-0.25,-0.25
14B,19,0.0,83,(A),-6.6875,-0.42578125,-6.26171875,-6.26171875
14B,19,0.0,84,(A),-21.75,-26.125,4.375,4.375
14B,19,0.0,85,(A),-12.5,-19.375,6.875,6.875
14B,19,0.0,86,(B),-3.78125,-11.875,8.09375,-8.09375
14B,19,0.0,87,(A),-8.0,-14.875,6.875,6.875
14B,19,0.0,88,(A),-13.625,-15.0,1.375,1.375
14B,19,0.0,89,(A),-11.5,-21.875,10.375,10.375
14B,19,0.0,90,(B),-0.21484375,-10.0625,9.84765625,-9.84765625
14B,19,0.0,91,(B),-7.375,-5.875,-1.5,1.5
14B,19,0.0,92,(B),-0.07958984375,-12.1875,12.10791015625,-12.10791015625
14B,19,0.0,93,(A),-15.5,-14.125,-1.375,-1.375
14B,19,0.0,94,(B),-5.46875,-1.2265625,-4.2421875,4.2421875
14B,19,0.0,95,(A),-7.0,-13.125,6.125,6.125
14B,19,0.0,96,(A),-14.25,-22.875,8.625,8.625
14B,19,0.0,97,(A),-8.25,-0.00112152099609375,-8.248878479003906,-8.248878479003906
14B,19,0.0,98,(A),-7.65625,-0.040283203125,-7.615966796875,-7.615966796875
14B,19,0.0,99,(A),-19.875,-24.0,4.125,4.125
14B,19,1.0,0,(B),-0.0888671875,-3.34375,3.2548828125,-3.2548828125
14B,19,1.0,1,(A),-1.21875,-4.59375,3.375,3.375
14B,19,1.0,2,(B),-3.765625,-2.515625,-1.25,1.25
14B,19,1.0,3,(A),-0.0128173828125,-8.625,8.6121826171875,8.6121826171875
14B,19,1.0,4,(A),-5.53125,-3.765625,-1.765625,-1.765625
14B,19,1.0,5,(A),-10.75,-12.125,1.375,1.375
14B,19,1.0,6,(B),-20.0,-23.125,3.125,-3.125
14B,19,1.0,7,(B),-0.04833984375,-3.921875,3.87353515625,-3.87353515625
14B,19,1.0,8,(A),-2.5,-3.375,0.875,0.875
14B,19,1.0,9,(B),-2.15625,-5.40625,3.25,-3.25
14B,19,1.0,10,(B),-17.875,-17.75,-0.125,0.125
14B,19,1.0,11,(A),-0.00323486328125,-11.25,11.24676513671875,11.24676513671875
14B,19,1.0,12,(A),-13.0,-6.78125,-6.21875,-6.21875
14B,19,1.0,13,(A),-18.625,-21.75,3.125,3.125
14B,19,1.0,14,(B),-17.0,-20.0,3.0,-3.0
14B,19,1.0,15,(B),-16.375,-18.125,1.75,-1.75
14B,19,1.0,16,(A),-18.75,-19.25,0.5,0.5
14B,19,1.0,17,(A),-11.625,-5.03125,-6.59375,-6.59375
14B,19,1.0,18,(A),-11.5,-18.5,7.0,7.0
14B,19,1.0,19,(A),-11.125,-13.625,2.5,2.5
14B,19,1.0,20,(B),-3.109375,-0.10302734375,-3.00634765625,3.00634765625
14B,19,1.0,21,(B),-3.78125,-0.4140625,-3.3671875,3.3671875
14B,19,1.0,22,(A),-0.158203125,-3.65625,3.498046875,3.498046875
14B,19,1.0,23,(B),-5.65625,-3.296875,-2.359375,2.359375
14B,19,1.0,24,(A),-0.4765625,-7.96875,7.4921875,7.4921875
14B,19,1.0,25,(B),-11.625,-0.26171875,-11.36328125,11.36328125
14B,19,1.0,26,(A),-7.5,-14.25,6.75,6.75
14B,19,1.0,27,(A),-9.625,-10.0,0.375,0.375
14B,19,1.0,28,(A),-10.125,-15.375,5.25,5.25
14B,19,1.0,29,(A),-18.5,-21.0,2.5,2.5
14B,19,1.0,30,(B),-13.1875,-11.0625,-2.125,2.125
14B,19,1.0,31,(B),-15.375,-12.375,-3.0,3.0
14B,19,1.0,32,(B),-8.375,-10.0,1.625,-1.625
14B,19,1.0,33,(B),-7.78125,-10.75,2.96875,-2.96875
14B,19,1.0,34,(B),-14.375,-12.625,-1.75,1.75
14B,19,1.0,35,(B),-8.25,-0.000377655029296875,-8.249622344970703,8.249622344970703
